image_id,model,origin,language,ethnic_group,char_len,token_count,ttr,general_ctc,general_terms_matched,correct_ethnic_ctc,correct_ethnic_terms_matched,correct_ethnic_terms_total,confusion_terms_matched,confusion_term_rate,matched_ethnic_terms
Tibetan_0177,claude-haiku-4.5,western,en,Tibetan,1915,234,0.6581196581196581,0.0898876404494382,8,0.125,1,8,0,0.0,coral
Dong_0375,claude-haiku-4.5,western,en,Dong,2976,388,0.5541237113402062,0.1797752808988764,16,0.0,0,4,0,0.0,
Tibetan_0430,claude-haiku-4.5,western,en,Tibetan,2080,253,0.7193675889328063,0.11235955056179775,10,0.125,1,8,0,0.0,coral
Li_0357,claude-haiku-4.5,western,en,Li,2515,321,0.5981308411214953,0.1797752808988764,16,0.0,0,4,0,0.0,
Li_0182,claude-haiku-4.5,western,en,Li,2842,337,0.6379821958456974,0.12359550561797752,11,0.0,0,4,0,0.0,
Tibetan_0260,claude-haiku-4.5,western,en,Tibetan,2716,331,0.5921450151057401,0.14606741573033707,13,0.125,1,8,0,0.0,turquoise
Tibetan_0239,claude-haiku-4.5,western,en,Tibetan,2553,325,0.6338461538461538,0.16853932584269662,15,0.0,0,8,0,0.0,
Li_0369,claude-haiku-4.5,western,en,Li,1981,239,0.694560669456067,0.1348314606741573,12,0.0,0,4,0,0.0,
Dong_0082,claude-haiku-4.5,western,en,Dong,2828,348,0.617816091954023,0.21348314606741572,19,0.0,0,4,0,0.0,
Yi_0246,claude-haiku-4.5,western,en,Yi,2686,333,0.6246246246246246,0.1797752808988764,16,0.0,0,4,1,0.05263157894736842,
Dong_0350,claude-haiku-4.5,western,en,Dong,3374,420,0.5880952380952381,0.1797752808988764,16,0.0,0,4,0,0.0,
Li_0260,claude-haiku-4.5,western,en,Li,2461,309,0.6796116504854369,0.14606741573033707,13,0.0,0,4,0,0.0,
Yi_0011,claude-haiku-4.5,western,en,Yi,2867,344,0.6656976744186046,0.11235955056179775,10,0.0,0,4,0,0.0,
Dong_0074,claude-haiku-4.5,western,en,Dong,3558,444,0.5923423423423423,0.2247191011235955,20,0.0,0,4,0,0.0,
Tibetan_0007,claude-haiku-4.5,western,en,Tibetan,2985,360,0.6527777777777778,0.11235955056179775,10,0.0,0,8,0,0.0,
Tibetan_0371,claude-haiku-4.5,western,en,Tibetan,3121,396,0.5858585858585859,0.12359550561797752,11,0.0,0,8,0,0.0,
Yi_0281,claude-haiku-4.5,western,en,Yi,2404,292,0.6232876712328768,0.10112359550561797,9,0.0,0,4,1,0.05263157894736842,
Dong_0596,claude-haiku-4.5,western,en,Dong,2714,335,0.6029850746268657,0.19101123595505617,17,0.0,0,4,1,0.05263157894736842,
Tibetan_0031,claude-haiku-4.5,western,en,Tibetan,2333,275,0.6436363636363637,0.12359550561797752,11,0.25,2,8,0,0.0,turquoise;coral
Yi_0079,claude-haiku-4.5,western,en,Yi,3471,425,0.611764705882353,0.16853932584269662,15,0.0,0,4,0,0.0,
Yi_0236,claude-haiku-4.5,western,en,Yi,2729,331,0.6616314199395771,0.19101123595505617,17,0.0,0,4,0,0.0,
Yi_0547,claude-haiku-4.5,western,en,Yi,2761,353,0.6062322946175638,0.21348314606741572,19,0.0,0,4,0,0.0,
Miao_0287,claude-haiku-4.5,western,en,Miao,2409,287,0.6724738675958188,0.1348314606741573,12,0.0,0,3,0,0.0,
Tibetan_0210,claude-haiku-4.5,western,en,Tibetan,3283,413,0.5835351089588378,0.19101123595505617,17,0.0,0,8,0,0.0,
Dong_0313,claude-haiku-4.5,western,en,Dong,2691,341,0.6627565982404692,0.21348314606741572,19,0.0,0,4,1,0.05263157894736842,
Yi_0177,claude-haiku-4.5,western,en,Yi,2761,346,0.5924855491329479,0.1348314606741573,12,0.0,0,4,0,0.0,
Yi_0012,claude-haiku-4.5,western,en,Yi,2439,306,0.6209150326797386,0.19101123595505617,17,0.0,0,4,0,0.0,
Miao_0119,claude-haiku-4.5,western,en,Miao,3091,385,0.6025974025974026,0.1797752808988764,16,0.0,0,3,0,0.0,
Li_0420,claude-haiku-4.5,western,en,Li,2701,334,0.6227544910179641,0.19101123595505617,17,0.0,0,4,0,0.0,
Tibetan_0193,claude-haiku-4.5,western,en,Tibetan,2628,335,0.5940298507462687,0.15730337078651685,14,0.125,1,8,0,0.0,turquoise
Yi_0538,claude-haiku-4.5,western,en,Yi,2610,330,0.6333333333333333,0.1797752808988764,16,0.0,0,4,0,0.0,
Tibetan_0133,claude-haiku-4.5,western,en,Tibetan,2497,315,0.6158730158730159,0.15730337078651685,14,0.125,1,8,0,0.0,turquoise
Yi_0365,claude-haiku-4.5,western,en,Yi,2655,335,0.6268656716417911,0.1797752808988764,16,0.0,0,4,0,0.0,
Li_0375,claude-haiku-4.5,western,en,Li,3025,373,0.6166219839142091,0.16853932584269662,15,0.0,0,4,0,0.0,
Dong_0566,claude-haiku-4.5,western,en,Dong,2725,340,0.6617647058823529,0.1797752808988764,16,0.0,0,4,2,0.10526315789473684,
Tibetan_0258,claude-haiku-4.5,western,en,Tibetan,3262,397,0.6322418136020151,0.23595505617977527,21,0.25,2,8,0,0.0,turquoise;coral
Yi_0350,claude-haiku-4.5,western,en,Yi,2516,299,0.6622073578595318,0.15730337078651685,14,0.0,0,4,0,0.0,
Dong_0305,claude-haiku-4.5,western,en,Dong,2826,354,0.6468926553672316,0.20224719101123595,18,0.0,0,4,0,0.0,
Miao_0350,claude-haiku-4.5,western,en,Miao,2898,355,0.5887323943661972,0.14606741573033707,13,0.0,0,3,0,0.0,
Dong_0537,claude-haiku-4.5,western,en,Dong,2857,361,0.5650969529085873,0.1348314606741573,12,0.0,0,4,0,0.0,
Tibetan_0074,claude-haiku-4.5,western,en,Tibetan,2854,344,0.6308139534883721,0.14606741573033707,13,0.125,1,8,0,0.0,turquoise
Dong_0301,claude-haiku-4.5,western,en,Dong,2958,373,0.6273458445040214,0.21348314606741572,19,0.0,0,4,0,0.0,
Yi_0040,claude-haiku-4.5,western,en,Yi,2952,347,0.6253602305475504,0.19101123595505617,17,0.0,0,4,0,0.0,
Li_0040,claude-haiku-4.5,western,en,Li,2766,317,0.6782334384858044,0.1797752808988764,16,0.0,0,4,0,0.0,
Dong_0258,claude-haiku-4.5,western,en,Dong,3154,363,0.6473829201101928,0.2247191011235955,20,0.0,0,4,0,0.0,
Dong_0239,claude-haiku-4.5,western,en,Dong,2339,280,0.6642857142857143,0.11235955056179775,10,0.0,0,4,0,0.0,
Dong_0111,claude-haiku-4.5,western,en,Dong,2727,320,0.66875,0.1348314606741573,12,0.0,0,4,0,0.0,
Dong_0119,claude-haiku-4.5,western,en,Dong,2865,351,0.6267806267806267,0.15730337078651685,14,0.0,0,4,1,0.05263157894736842,
Yi_0235,claude-haiku-4.5,western,en,Yi,2442,290,0.6482758620689655,0.16853932584269662,15,0.0,0,4,0,0.0,
Dong_0536,claude-haiku-4.5,western,en,Dong,3206,403,0.607940446650124,0.21348314606741572,19,0.0,0,4,0,0.0,
Dong_0424,claude-haiku-4.5,western,en,Dong,2392,293,0.6177474402730375,0.12359550561797752,11,0.0,0,4,0,0.0,
Li_0599,claude-haiku-4.5,western,en,Li,2979,365,0.6109589041095891,0.1348314606741573,12,0.0,0,4,0,0.0,
Li_0164,claude-haiku-4.5,western,en,Li,2707,345,0.6260869565217392,0.1348314606741573,12,0.0,0,4,0,0.0,
Yi_0056,claude-haiku-4.5,western,en,Yi,3058,369,0.6097560975609756,0.19101123595505617,17,0.0,0,4,0,0.0,
Li_0301,claude-haiku-4.5,western,en,Li,2784,351,0.6068376068376068,0.15730337078651685,14,0.0,0,4,0,0.0,
Dong_0357,claude-haiku-4.5,western,en,Dong,2979,370,0.6297297297297297,0.16853932584269662,15,0.0,0,4,0,0.0,
Li_0064,claude-haiku-4.5,western,en,Li,2429,293,0.6689419795221843,0.1348314606741573,12,0.0,0,4,0,0.0,
Dong_0185,claude-haiku-4.5,western,en,Dong,3375,416,0.6394230769230769,0.19101123595505617,17,0.0,0,4,1,0.05263157894736842,
Miao_0182,claude-haiku-4.5,western,en,Miao,3662,444,0.5427927927927928,0.21348314606741572,19,0.0,0,3,0,0.0,
Dong_0560,claude-haiku-4.5,western,en,Dong,3335,417,0.6067146282973621,0.23595505617977527,21,0.0,0,4,0,0.0,
Yi_0260,claude-haiku-4.5,western,en,Yi,2073,267,0.651685393258427,0.14606741573033707,13,0.0,0,4,1,0.05263157894736842,
Miao_0330,claude-haiku-4.5,western,en,Miao,3012,370,0.5837837837837838,0.19101123595505617,17,0.0,0,3,0,0.0,
Tibetan_0597,claude-haiku-4.5,western,en,Tibetan,3921,505,0.5366336633663367,0.14606741573033707,13,0.25,2,8,0,0.0,turquoise;coral
Yi_0362,claude-haiku-4.5,western,en,Yi,3056,374,0.6122994652406417,0.16853932584269662,15,0.0,0,4,1,0.05263157894736842,
Dong_0433,claude-haiku-4.5,western,en,Dong,4199,501,0.6087824351297405,0.23595505617977527,21,0.0,0,4,1,0.05263157894736842,
Dong_0276,claude-haiku-4.5,western,en,Dong,3318,407,0.6093366093366094,0.19101123595505617,17,0.0,0,4,0,0.0,
Yi_0249,claude-haiku-4.5,western,en,Yi,2461,320,0.578125,0.14606741573033707,13,0.0,0,4,0,0.0,
Dong_0474,claude-haiku-4.5,western,en,Dong,2336,285,0.6596491228070176,0.2247191011235955,20,0.0,0,4,0,0.0,
Miao_0442,claude-haiku-4.5,western,en,Miao,3082,381,0.6115485564304461,0.19101123595505617,17,0.0,0,3,0,0.0,
Tibetan_0547,claude-haiku-4.5,western,en,Tibetan,3286,397,0.6372795969773299,0.16853932584269662,15,0.125,1,8,0,0.0,coral
Tibetan_0102,claude-haiku-4.5,western,en,Tibetan,3060,375,0.6373333333333333,0.19101123595505617,17,0.25,2,8,0,0.0,turquoise;coral
Tibetan_0030,claude-haiku-4.5,western,en,Tibetan,2770,336,0.6607142857142857,0.1348314606741573,12,0.0,0,8,0,0.0,
Miao_0239,claude-haiku-4.5,western,en,Miao,3097,387,0.5710594315245479,0.20224719101123595,18,0.0,0,3,0,0.0,
Miao_0236,claude-haiku-4.5,western,en,Miao,2509,310,0.6645161290322581,0.15730337078651685,14,0.0,0,3,1,0.05,
Tibetan_0213,claude-haiku-4.5,western,en,Tibetan,2498,301,0.6112956810631229,0.15730337078651685,14,0.0,0,8,0,0.0,
Tibetan_0182,claude-haiku-4.5,western,en,Tibetan,2721,342,0.6257309941520468,0.1797752808988764,16,0.0,0,8,0,0.0,
Miao_0082,claude-haiku-4.5,western,en,Miao,2941,351,0.6210826210826211,0.16853932584269662,15,0.0,0,3,0,0.0,
Dong_0317,claude-haiku-4.5,western,en,Dong,2882,359,0.637883008356546,0.1797752808988764,16,0.0,0,4,0,0.0,
Yi_0357,claude-haiku-4.5,western,en,Yi,2843,365,0.5972602739726027,0.14606741573033707,13,0.0,0,4,1,0.05263157894736842,
Yi_0071,claude-haiku-4.5,western,en,Yi,2563,325,0.6615384615384615,0.20224719101123595,18,0.0,0,4,0,0.0,
Li_0592,claude-haiku-4.5,western,en,Li,2445,297,0.5993265993265994,0.16853932584269662,15,0.0,0,4,0,0.0,
Dong_0599,claude-haiku-4.5,western,en,Dong,2521,312,0.6153846153846154,0.21348314606741572,19,0.0,0,4,1,0.05263157894736842,
Yi_0239,claude-haiku-4.5,western,en,Yi,2653,334,0.6407185628742516,0.21348314606741572,19,0.0,0,4,0,0.0,
Li_0424,claude-haiku-4.5,western,en,Li,2761,339,0.6076696165191741,0.16853932584269662,15,0.0,0,4,0,0.0,
Tibetan_0588,claude-haiku-4.5,western,en,Tibetan,2590,318,0.6415094339622641,0.14606741573033707,13,0.0,0,8,0,0.0,
Dong_0236,claude-haiku-4.5,western,en,Dong,3434,406,0.5763546798029556,0.1797752808988764,16,0.0,0,4,0,0.0,
Li_0287,claude-haiku-4.5,western,en,Li,3234,371,0.6064690026954178,0.1797752808988764,16,0.0,0,4,0,0.0,
Yi_0370,claude-haiku-4.5,western,en,Yi,2979,354,0.632768361581921,0.19101123595505617,17,0.0,0,4,0,0.0,
Tibetan_0110,claude-haiku-4.5,western,en,Tibetan,2393,292,0.6712328767123288,0.12359550561797752,11,0.125,1,8,0,0.0,turquoise
Miao_0560,claude-haiku-4.5,western,en,Miao,3678,457,0.5929978118161926,0.21348314606741572,19,0.0,0,3,0,0.0,
Tibetan_0427,claude-haiku-4.5,western,en,Tibetan,2527,312,0.6410256410256411,0.12359550561797752,11,0.0,0,8,0,0.0,
Yi_0424,claude-haiku-4.5,western,en,Yi,2932,371,0.6226415094339622,0.20224719101123595,18,0.0,0,4,0,0.0,
Tibetan_0330,claude-haiku-4.5,western,en,Tibetan,2496,306,0.6078431372549019,0.11235955056179775,10,0.0,0,8,0,0.0,
Tibetan_0369,claude-haiku-4.5,western,en,Tibetan,2775,338,0.6449704142011834,0.11235955056179775,10,0.25,2,8,0,0.0,turquoise;coral
Yi_0164,claude-haiku-4.5,western,en,Yi,2227,270,0.6925925925925925,0.14606741573033707,13,0.0,0,4,0,0.0,
Tibetan_0105,claude-haiku-4.5,western,en,Tibetan,2596,336,0.6190476190476191,0.14606741573033707,13,0.125,1,8,0,0.0,coral
Dong_0156,claude-haiku-4.5,western,en,Dong,2477,302,0.6258278145695364,0.1797752808988764,16,0.0,0,4,0,0.0,
Dong_0538,claude-haiku-4.5,western,en,Dong,3077,392,0.6352040816326531,0.20224719101123595,18,0.0,0,4,1,0.05263157894736842,
Yi_0442,claude-haiku-4.5,western,en,Yi,2827,360,0.5611111111111111,0.15730337078651685,14,0.0,0,4,0,0.0,
Dong_0235,claude-haiku-4.5,western,en,Dong,3132,390,0.5923076923076923,0.2247191011235955,20,0.0,0,4,0,0.0,
Miao_0491,claude-haiku-4.5,western,en,Miao,2864,366,0.6174863387978142,0.20224719101123595,18,0.0,0,3,0,0.0,
Yi_0258,claude-haiku-4.5,western,en,Yi,2747,347,0.6051873198847262,0.16853932584269662,15,0.0,0,4,0,0.0,
Dong_0087,claude-haiku-4.5,western,en,Dong,3338,408,0.625,0.20224719101123595,18,0.0,0,4,0,0.0,
Tibetan_0536,claude-haiku-4.5,western,en,Tibetan,2464,310,0.5903225806451613,0.10112359550561797,9,0.0,0,8,0,0.0,
Tibetan_0083,claude-haiku-4.5,western,en,Tibetan,2743,330,0.6424242424242425,0.14606741573033707,13,0.0,0,8,0,0.0,
Dong_0210,claude-haiku-4.5,western,en,Dong,3116,371,0.6361185983827493,0.20224719101123595,18,0.0,0,4,0,0.0,
Tibetan_0420,claude-haiku-4.5,western,en,Tibetan,1957,247,0.6396761133603239,0.056179775280898875,5,0.0,0,8,0,0.0,
Miao_0438,claude-haiku-4.5,western,en,Miao,2985,369,0.6178861788617886,0.21348314606741572,19,0.0,0,3,0,0.0,
Tibetan_0164,claude-haiku-4.5,western,en,Tibetan,2668,336,0.6488095238095238,0.16853932584269662,15,0.125,1,8,0,0.0,turquoise
Li_0083,claude-haiku-4.5,western,en,Li,2235,271,0.6605166051660517,0.07865168539325842,7,0.0,0,4,0,0.0,
Li_0516,claude-haiku-4.5,western,en,Li,2725,323,0.6099071207430341,0.11235955056179775,10,0.0,0,4,0,0.0,
Yi_0597,claude-haiku-4.5,western,en,Yi,2630,321,0.632398753894081,0.1797752808988764,16,0.0,0,4,1,0.05263157894736842,
Tibetan_0454,claude-haiku-4.5,western,en,Tibetan,2427,299,0.6287625418060201,0.12359550561797752,11,0.0,0,8,0,0.0,
Dong_0540,claude-haiku-4.5,western,en,Dong,3286,410,0.6195121951219512,0.23595505617977527,21,0.0,0,4,1,0.05263157894736842,
Yi_0549,claude-haiku-4.5,western,en,Yi,3050,369,0.6747967479674797,0.19101123595505617,17,0.0,0,4,0,0.0,
Miao_0427,claude-haiku-4.5,western,en,Miao,2681,330,0.6212121212121212,0.1797752808988764,16,0.0,0,3,0,0.0,
Miao_0105,claude-haiku-4.5,western,en,Miao,3563,430,0.6139534883720931,0.21348314606741572,19,0.0,0,3,0,0.0,
Miao_0516,claude-haiku-4.5,western,en,Miao,2601,317,0.6088328075709779,0.1348314606741573,12,0.0,0,3,0,0.0,
Li_0213,claude-haiku-4.5,western,en,Li,3329,395,0.660759493670886,0.1797752808988764,16,0.0,0,4,0,0.0,
Dong_0507,claude-haiku-4.5,western,en,Dong,2420,301,0.6112956810631229,0.19101123595505617,17,0.0,0,4,1,0.05263157894736842,
Miao_0003,claude-haiku-4.5,western,en,Miao,2713,330,0.6181818181818182,0.16853932584269662,15,0.0,0,3,0,0.0,
Li_0313,claude-haiku-4.5,western,en,Li,3222,415,0.5831325301204819,0.12359550561797752,11,0.0,0,4,0,0.0,
Tibetan_0003,claude-haiku-4.5,western,en,Tibetan,3528,434,0.5506912442396313,0.12359550561797752,11,0.0,0,8,0,0.0,
Li_0556,claude-haiku-4.5,western,en,Li,3398,400,0.6725,0.2247191011235955,20,0.0,0,4,0,0.0,
Miao_0164,claude-haiku-4.5,western,en,Miao,2706,337,0.6379821958456974,0.16853932584269662,15,0.0,0,3,0,0.0,
Miao_0136,claude-haiku-4.5,western,en,Miao,3244,386,0.6036269430051814,0.1348314606741573,12,0.0,0,3,0,0.0,
Yi_0213,claude-haiku-4.5,western,en,Yi,2836,345,0.6,0.15730337078651685,14,0.0,0,4,0,0.0,
Miao_0078,claude-haiku-4.5,western,en,Miao,2811,343,0.6530612244897959,0.1348314606741573,12,0.0,0,3,0,0.0,
Li_0073,claude-haiku-4.5,western,en,Li,2559,315,0.6412698412698413,0.19101123595505617,17,0.0,0,4,0,0.0,
Tibetan_0438,claude-haiku-4.5,western,en,Tibetan,3065,383,0.5900783289817232,0.14606741573033707,13,0.125,1,8,0,0.0,coral
Dong_0164,claude-haiku-4.5,western,en,Dong,2280,266,0.6616541353383458,0.12359550561797752,11,0.0,0,4,0,0.0,
Li_0589,claude-haiku-4.5,western,en,Li,3186,401,0.5660847880299252,0.16853932584269662,15,0.0,0,4,0,0.0,
Yi_0305,claude-haiku-4.5,western,en,Yi,3920,471,0.5711252653927813,0.16853932584269662,15,0.0,0,4,0,0.0,
Miao_0007,claude-haiku-4.5,western,en,Miao,3184,394,0.5761421319796954,0.20224719101123595,18,0.0,0,3,0,0.0,
Li_0365,claude-haiku-4.5,western,en,Li,2910,371,0.5795148247978437,0.1797752808988764,16,0.0,0,4,0,0.0,
Dong_0166,claude-haiku-4.5,western,en,Dong,2162,266,0.6616541353383458,0.12359550561797752,11,0.0,0,4,0,0.0,
Li_0061,claude-haiku-4.5,western,en,Li,3353,418,0.5645933014354066,0.20224719101123595,18,0.0,0,4,0,0.0,
Dong_0369,claude-haiku-4.5,western,en,Dong,3039,374,0.6176470588235294,0.19101123595505617,17,0.0,0,4,0,0.0,
Dong_0213,claude-haiku-4.5,western,en,Dong,2602,329,0.6200607902735562,0.19101123595505617,17,0.0,0,4,0,0.0,
Miao_0071,claude-haiku-4.5,western,en,Miao,1038,160,0.61875,0.033707865168539325,3,0.0,0,3,1,0.05,
Dong_0562,claude-haiku-4.5,western,en,Dong,2819,336,0.6904761904761905,0.1797752808988764,16,0.0,0,4,0,0.0,
Miao_0079,claude-haiku-4.5,western,en,Miao,3102,378,0.5714285714285714,0.1797752808988764,16,0.0,0,3,0,0.0,
Yi_0433,claude-haiku-4.5,western,en,Yi,3665,466,0.5686695278969958,0.2247191011235955,20,0.0,0,4,0,0.0,
Dong_0260,claude-haiku-4.5,western,en,Dong,3464,434,0.5921658986175116,0.19101123595505617,17,0.0,0,4,1,0.05263157894736842,
Miao_0556,claude-haiku-4.5,western,en,Miao,2984,362,0.6243093922651933,0.16853932584269662,15,0.0,0,3,0,0.0,
Miao_0562,claude-haiku-4.5,western,en,Miao,2287,279,0.6845878136200717,0.11235955056179775,10,0.0,0,3,0,0.0,
Dong_0597,claude-haiku-4.5,western,en,Dong,3333,414,0.6086956521739131,0.20224719101123595,18,0.0,0,4,0,0.0,
Miao_0536,claude-haiku-4.5,western,en,Miao,2801,355,0.5915492957746479,0.1797752808988764,16,0.0,0,3,0,0.0,
Miao_0177,claude-haiku-4.5,western,en,Miao,3785,458,0.5938864628820961,0.2247191011235955,20,0.0,0,3,0,0.0,
Yi_0073,claude-haiku-4.5,western,en,Yi,2591,322,0.6335403726708074,0.19101123595505617,17,0.0,0,4,0,0.0,
Dong_0285,claude-haiku-4.5,western,en,Dong,2302,287,0.6689895470383276,0.10112359550561797,9,0.0,0,4,0,0.0,
Li_0031,claude-haiku-4.5,western,en,Li,2660,335,0.5940298507462687,0.1348314606741573,12,0.0,0,4,0,0.0,
Dong_0183,claude-haiku-4.5,western,en,Dong,3431,436,0.5756880733944955,0.25842696629213485,23,0.0,0,4,1,0.05263157894736842,
Dong_0031,claude-haiku-4.5,western,en,Dong,2083,249,0.6867469879518072,0.15730337078651685,14,0.0,0,4,1,0.05263157894736842,
Yi_0330,claude-haiku-4.5,western,en,Yi,3303,401,0.6134663341645885,0.1797752808988764,16,0.0,0,4,1,0.05263157894736842,
Tibetan_0166,claude-haiku-4.5,western,en,Tibetan,3172,389,0.6272493573264781,0.16853932584269662,15,0.125,1,8,0,0.0,turquoise
Dong_0078,claude-haiku-4.5,western,en,Dong,2849,356,0.6039325842696629,0.2247191011235955,20,0.0,0,4,0,0.0,
Miao_0185,claude-haiku-4.5,western,en,Miao,3142,388,0.5979381443298969,0.20224719101123595,18,0.0,0,3,0,0.0,
Yi_0285,claude-haiku-4.5,western,en,Yi,2422,291,0.6460481099656358,0.16853932584269662,15,0.0,0,4,0,0.0,
Dong_0077,claude-haiku-4.5,western,en,Dong,2563,324,0.6604938271604939,0.20224719101123595,18,0.0,0,4,0,0.0,
Li_0056,claude-haiku-4.5,western,en,Li,2674,326,0.6533742331288344,0.19101123595505617,17,0.0,0,4,1,0.05263157894736842,
Tibetan_0185,claude-haiku-4.5,western,en,Tibetan,2646,328,0.6371951219512195,0.16853932584269662,15,0.25,2,8,0,0.0,turquoise;coral
Yi_0557,claude-haiku-4.5,western,en,Yi,3117,398,0.6331658291457286,0.1797752808988764,16,0.0,0,4,1,0.05263157894736842,
Dong_0438,claude-haiku-4.5,western,en,Dong,2719,335,0.6388059701492538,0.20224719101123595,18,0.0,0,4,0,0.0,
Yi_0516,claude-haiku-4.5,western,en,Yi,2613,326,0.6319018404907976,0.2247191011235955,20,0.0,0,4,0,0.0,
Yi_0007,claude-haiku-4.5,western,en,Yi,2911,347,0.6368876080691642,0.20224719101123595,18,0.0,0,4,0,0.0,
Dong_0073,claude-haiku-4.5,western,en,Dong,3438,420,0.6142857142857143,0.14606741573033707,13,0.0,0,4,1,0.05263157894736842,
Dong_0470,claude-haiku-4.5,western,en,Dong,2221,269,0.6431226765799256,0.14606741573033707,13,0.0,0,4,0,0.0,
Yi_0556,claude-haiku-4.5,western,en,Yi,3138,393,0.6183206106870229,0.19101123595505617,17,0.0,0,4,0,0.0,
Li_0079,claude-haiku-4.5,western,en,Li,2973,382,0.5471204188481675,0.16853932584269662,15,0.0,0,4,0,0.0,
Dong_0516,claude-haiku-4.5,western,en,Dong,2413,294,0.6496598639455783,0.16853932584269662,15,0.0,0,4,0,0.0,
Li_0166,claude-haiku-4.5,western,en,Li,2688,341,0.5747800586510264,0.1797752808988764,16,0.0,0,4,0,0.0,
Yi_0211,claude-haiku-4.5,western,en,Yi,2503,309,0.656957928802589,0.14606741573033707,13,0.0,0,4,0,0.0,
Li_0185,claude-haiku-4.5,western,en,Li,3626,436,0.6330275229357798,0.15730337078651685,14,0.0,0,4,0,0.0,
Li_0370,claude-haiku-4.5,western,en,Li,3390,404,0.6683168316831684,0.15730337078651685,14,0.0,0,4,0,0.0,
Li_0538,claude-haiku-4.5,western,en,Li,2738,326,0.6595092024539877,0.15730337078651685,14,0.0,0,4,0,0.0,
Tibetan_0375,claude-haiku-4.5,western,en,Tibetan,2860,332,0.677710843373494,0.1797752808988764,16,0.25,2,8,0,0.0,turquoise;coral
Li_0427,claude-haiku-4.5,western,en,Li,2235,267,0.7265917602996255,0.12359550561797752,11,0.0,0,4,0,0.0,
Li_0025,claude-haiku-4.5,western,en,Li,3171,398,0.5829145728643216,0.12359550561797752,11,0.0,0,4,0,0.0,
Tibetan_0317,claude-haiku-4.5,western,en,Tibetan,3253,394,0.6091370558375635,0.1797752808988764,16,0.0,0,8,0,0.0,
Tibetan_0236,claude-haiku-4.5,western,en,Tibetan,2593,318,0.6226415094339622,0.14606741573033707,13,0.125,1,8,0,0.0,turquoise
Li_0281,claude-haiku-4.5,western,en,Li,2733,335,0.6328358208955224,0.10112359550561797,9,0.0,0,4,0,0.0,
Yi_0182,claude-haiku-4.5,western,en,Yi,3032,378,0.6058201058201058,0.1348314606741573,12,0.0,0,4,0,0.0,
Miao_0538,claude-haiku-4.5,western,en,Miao,2904,371,0.6118598382749326,0.21348314606741572,19,0.0,0,3,1,0.05,
Yi_0592,claude-haiku-4.5,western,en,Yi,2679,336,0.6279761904761905,0.20224719101123595,18,0.0,0,4,0,0.0,
Li_0030,claude-haiku-4.5,western,en,Li,2773,343,0.6151603498542274,0.1797752808988764,16,0.0,0,4,1,0.05263157894736842,
Tibetan_0071,claude-haiku-4.5,western,en,Tibetan,2537,326,0.6165644171779141,0.1348314606741573,12,0.125,1,8,0,0.0,turquoise
Dong_0590,claude-haiku-4.5,western,en,Dong,2319,285,0.6631578947368421,0.12359550561797752,11,0.0,0,4,0,0.0,
Miao_0056,claude-haiku-4.5,western,en,Miao,2970,363,0.6005509641873278,0.19101123595505617,17,0.0,0,3,0,0.0,
Li_0082,claude-haiku-4.5,western,en,Li,3236,400,0.635,0.14606741573033707,13,0.0,0,4,0,0.0,
Yi_0301,claude-haiku-4.5,western,en,Yi,3152,395,0.5670886075949367,0.14606741573033707,13,0.0,0,4,0,0.0,
Tibetan_0538,claude-haiku-4.5,western,en,Tibetan,2719,330,0.6121212121212121,0.15730337078651685,14,0.125,1,8,0,0.0,coral
Yi_0111,claude-haiku-4.5,western,en,Yi,3198,412,0.5898058252427184,0.1797752808988764,16,0.0,0,4,0,0.0,
Miao_0424,claude-haiku-4.5,western,en,Miao,2405,287,0.6306620209059234,0.16853932584269662,15,0.0,0,3,0,0.0,
Li_0350,claude-haiku-4.5,western,en,Li,2594,316,0.6075949367088608,0.11235955056179775,10,0.0,0,4,0,0.0,
Miao_0064,claude-haiku-4.5,western,en,Miao,2943,360,0.6277777777777778,0.20224719101123595,18,0.0,0,3,0,0.0,
Li_0183,claude-haiku-4.5,western,en,Li,2545,325,0.6276923076923077,0.15730337078651685,14,0.0,0,4,0,0.0,
Dong_0061,claude-haiku-4.5,western,en,Dong,2230,265,0.6679245283018868,0.19101123595505617,17,0.0,0,4,1,0.05263157894736842,
Li_0102,claude-haiku-4.5,western,en,Li,4521,571,0.5814360770577933,0.20224719101123595,18,0.0,0,4,0,0.0,
Tibetan_0590,claude-haiku-4.5,western,en,Tibetan,2233,271,0.6937269372693727,0.1348314606741573,12,0.0,0,8,0,0.0,
Yi_0590,claude-haiku-4.5,western,en,Yi,2364,293,0.6416382252559727,0.12359550561797752,11,0.0,0,4,0,0.0,
Dong_0362,claude-haiku-4.5,western,en,Dong,2467,301,0.6212624584717608,0.1797752808988764,16,0.0,0,4,1,0.05263157894736842,
Miao_0183,claude-haiku-4.5,western,en,Miao,2674,322,0.6118012422360248,0.16853932584269662,15,0.0,0,3,0,0.0,
Li_0071,claude-haiku-4.5,western,en,Li,2444,300,0.6366666666666667,0.12359550561797752,11,0.0,0,4,0,0.0,
Li_0537,claude-haiku-4.5,western,en,Li,3651,460,0.5891304347826087,0.1797752808988764,16,0.0,0,4,0,0.0,
Li_0084,claude-haiku-4.5,western,en,Li,2619,329,0.6200607902735562,0.2247191011235955,20,0.0,0,4,0,0.0,
